name	symbol	synonym	length	chromStart	chromEnd	strand	description	chrom	goterms	ecnums	kegg	pathways	cogs	pfams	operons
Rv3385c		Rv3385	309	3799634	3799943	-	conserved hypothetical protein	chr					COG:D	PF02604.11	Rv3384c-Rv3385c
Rv3386			705	3800091	3800796	+	transposase	chr					COG:L		Rv3386-Rv3387
Rv3387			678	3800785	3801463	+	transposase	chr					COG:L	PF01609.13	Rv3386-Rv3387
Rv3388	PE_PGRS52		2196	3801652	3803848	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS52-PE_PGRS52
Rv3389c		Rv3389	873	3803918	3804791	-	dehydrogenase	chr					COG:I	PF01575.11	Rv3389c-Rv3389c
Rv3390	lpqD		711	3804864	3805575	+	lipoprotein	chr					COG:G	PF00300.14	lpqD-lpqD
Rv3391	acrA1		1953	3805620	3807573	+	acyl-CoA reductase	chr					COG:Q,COG:I,COG:R,COG:Q	PF00106.17,PF01073.11,PF01370.13,PF07993.4,PF08659.2	acrA1-acrA1
Rv3392c	cmaA1	Rv3392	864	3807573	3808437	-	cyclopropane-fatty-acyl-phospholipid synthase 1	chr					COG:M	PF02353.12,PF08241.4,PF08242.4	cmaA1-cmaA1
Rv3393	iunH		927	3808460	3809387	+	nucleoside hydrolase	chr					COG:F	PF01156.11	iunH-iunH
Rv3394c		Rv3394	1584	3809441	3811025	-	conserved hypothetical protein	chr					COG:L		Rv3394c-Rv3395c
Rv3395A			627	3811718	3812345	+	membrane protein	chr							Rv3395A-Rv3395A
Rv3395c		Rv3395	615	3811021	3811636	-	conserved hypothetical protein	chr							Rv3394c-Rv3395c
Rv3396c	guaA	Rv3396	1578	3812500	3814078	-	GMP synthase	chr	GO:0003922	EC:6.3.5.2	KEGG:00230,KEGG:00251	PWY:DENOVOPURINE2-PWY	COG:F,COG:F	PF00117.20,PF00958.14	guaA-idsA1
Rv3397c	phyA	Rv3397	909	3814089	3814998	-	phytoene synthase	chr	GO:0016767	EC:2.5.1.32	KEGG:00900,KEGG:00100		COG:I	PF00494.11	guaA-idsA1
Rv3398c	idsA1	Rv3398	1080	3815026	3816106	-	multifunctional geranylgeranyl pyrophosphate synthetase	chr		EC:2.5.1.1,EC:2.5.1.10	KEGG:00100,KEGG:00900	PWY:POLYISOPRENSYN-PWY		PF00348.9	guaA-idsA1
Rv3399			1047	3816128	3817175	+	conserved hypothetical protein	chr					COG:Q	PF02409.10	Rv3399-Rv3399
Rv3400			789	3817238	3818027	+	hydrolase	chr				PWY:MALTOSECAT-PWY	COG:R	PF00702.18	Rv3400-Rv3401
Rv3401			2361	3818041	3820402	+	conserved hypothetical protein	chr		EC:2.4.1.64,EC:2.4.1.8	KEGG:00500	PWY:MALTOSECAT-PWY	COG:G	PF03632.7,PF03633.7,PF03636.7	Rv3400-Rv3401
Rv3402c		Rv3402	1239	3820652	3821891	-	conserved hypothetical protein	chr					COG:M	PF01041.9	Rv3402c-Rv3402c
Rv3403c		Rv3403	1602	3822261	3823863	-	hypothetical protein	chr					COG:S		Rv3403c-Rv3404c
Rv3404c		Rv3404	705	3823879	3824584	-	conserved hypothetical protein	chr					COG:J	PF00551.11	Rv3403c-Rv3404c
Rv3405c		Rv3405	567	3824701	3825268	-	transcriptional regulator	chr					COG:K	PF00440.15	Rv3405c-Rv3405c
Rv3406			888	3825329	3826217	+	dioxygenase	chr					COG:Q	PF02668.8	Rv3406-Rv3408
Rv3407			300	3826251	3826551	+	conserved hypothetical protein	chr					COG:D	PF02604.11	Rv3406-Rv3408
Rv3408			411	3826547	3826958	+	conserved hypothetical protein	chr					COG:R		Rv3406-Rv3408
Rv3409c	choD	Rv3409	1737	3826990	3828727	-	cholesterol oxidase precursor	chr		EC:1.1.3.6	KEGG:00120		COG:E	PF01266.16	choD-choD
Rv3410c	guaB3	Rv3410	1128	3828782	3829910	-	inosine-5-monophosphate dehydrogenase	chr	GO:0003938	EC:1.1.1.205	KEGG:00230	PWY:DENOVOPURINE2-PWY	COG:F	PF00478.17	guaB3-guaB2
Rv3411c	guaB2	Rv3411	1590	3829929	3831519	-	inosine-5-monophosphate dehydrogenase	chr	GO:0003938	EC:1.1.1.205	KEGG:00230	PWY:DENOVOPURINE2-PWY	COG:R,COG:F	PF00478.17,PF00571.20	guaB3-guaB2
Rv3412			411	3831725	3832136	+	conserved hypothetical protein	chr							Rv3412-Rv3412
Rv3413c		Rv3413	900	3832145	3833045	-	hypothetical alanine and proline rich protein	chr							Rv3413c-Rv3415c
Rv3414c	sigD	Rv3414	639	3833037	3833676	-	alternative RNA polymerase sigma factor	chr					COG:K	PF04542.6,PF04545.8,PF08281.4	Rv3413c-Rv3415c
Rv3415c		Rv3415	828	3833693	3834521	-	conserved hypothetical protein	chr						PF07721.6	Rv3413c-Rv3415c
Rv3416	whiB3		309	3834891	3835200	+	transcriptional regulator whib-like	chr						PF02467.8	whiB3-whiB3
Rv3417c	groEL	Rv3417	1620	3835271	3836891	-	60 kda chaperonin 1 groEL1	chr	GO:0005524,GO:0044267,GO:0005515				COG:O	PF00118.16	groEL-groEL
Rv3418c	groES	Rv3418	303	3836985	3837288	-	10 kda chaperonin	chr	GO:0005524,GO:0006457				COG:O	PF00166.13	groES-groES
Rv3419c	gcp	Rv3419	1035	3837554	3838589	-	O-sialoglycoprotein endopeptidase	chr					COG:O	PF00814.17	gcp-alr
Rv3420c	rimI	Rv3420	477	3838585	3839062	-	ribosomal-protein-alanine acetyltransferase	chr	GO:0008080	EC:2.3.1.-	KEGG:00604,KEGG:00960,KEGG:00360,KEGG:00903,KEGG:00350,KEGG:01056,KEGG:00632,KEGG:00565,KEGG:00650,KEGG:00642,KEGG:00624,KEGG:00310,KEGG:00540,KEGG:00564,KEGG:00340,KEGG:01053		COG:R	PF00583.16	gcp-alr
Rv3421c		Rv3421	636	3839058	3839694	-	conserved hypothetical protein	chr	GO:0008450,GO:0006508				COG:O	PF00814.17	gcp-alr
Rv3422c		Rv3422	507	3839690	3840197	-	conserved hypothetical protein	chr					COG:R	PF02367.9	gcp-alr
Rv3423c	alr	Rv3423	1227	3840193	3841420	-	alanine racemase	chr	GO:0008784	EC:5.1.1.1	KEGG:00473,KEGG:00252	PWY:ALANINE-VALINESYN-PWY,PWY:ALADEG-PWY	COG:M	PF00842.13,PF01168.12	gcp-alr
Rv3424c		Rv3424	363	3841713	3842076	-	hypothetical protein	chr							Rv3424c-Rv3424c
Rv3425	PPE57		531	3842238	3842769	+	PPE family protein	chr						PF00823.11	PPE57-PPE57
Rv3426	PPE58		699	3843035	3843734	+	PPE family protein	chr						PF00823.11	PPE58-PPE58
Rv3427c		Rv3427	756	3843884	3844640	-	transposase	chr					COG:L	PF01695.9	Rv3427c-Rv3427c
Rv3428c		Rv3428	1233	3844737	3845970	-	transposase	chr					COG:L	PF00665.18	Rv3428c-Rv3428c
Rv3429	PPE59		537	3847164	3847701	+	PPE family protein	chr						PF00823.11	PPE59-PPE59
Rv3430c		Rv3430	1164	3847641	3848805	-	transposase	chr					COG:L	PF00665.18	Rv3430c-Rv3430c
Rv3431c		Rv3431	846	3849293	3850139	-	transposase	chr					COG:L	PF00872.10	Rv3431c-Rv3431c
Rv3432c	gadB	Rv3432	1383	3850371	3851754	-	glutamate decarboxylase	chr		EC:4.1.1.15	KEGG:00410,KEGG:00251,KEGG:00430,KEGG:04940,KEGG:00650,KEGG:00252	PWY:GLUDEG-I-PWY	COG:E	PF00282.11	gadB-Rv3435c
Rv3433c		Rv3433	1422	3851791	3853213	-	conserved hypothetical protein	chr					COG:G,COG:S	PF01256.9,PF03853.7	gadB-Rv3435c
Rv3434c		Rv3434	714	3853214	3853928	-	conserved membrane protein	chr							gadB-Rv3435c
Rv3435c		Rv3435	855	3853938	3854793	-	conserved membrane protein	chr							gadB-Rv3435c
Rv3436c	glmS	Rv3436	1875	3855014	3856889	-	glucosamine-fructose-6-phosphate aminotransferase	chr	GO:0004360	EC:2.6.1.16	KEGG:00530,KEGG:00251	PWY:UDPNAGSYN-PWY	COG:M	PF00310.13,PF01380.14	glmS-glmS
Rv3437			477	3856910	3857387	+	conserved membrane protein	chr							Rv3437-Rv3438
Rv3438			843	3857396	3858239	+	conserved hypothetical protein	chr							Rv3437-Rv3438
Rv3439c		Rv3439	1404	3858258	3859662	-	conserved alanine and proline rich protein	chr							Rv3439c-Rv3440c
Rv3440c		Rv3440	312	3859664	3859976	-	hypothetical protein	chr							Rv3439c-Rv3440c
Rv3441c	mrsA	Rv3441	1347	3860023	3861370	-	phospho-sugar mutase	chr	GO:0008966	EC:5.4.2.10	KEGG:00530	PWY:TREHALOSESYN-PWY,PWY:GLUCOSE1PMETAB-PWY,PWY:GLYCOCAT-PWY,PWY:UDPNAGSYN-PWY	COG:G	PF00408.12,PF02878.8,PF02879.8,PF02880.8	mrsA-mrsA
Rv3442c	rpsI	Rv3442	456	3861494	3861950	-	30S ribosomal protein S9	chr	GO:0006412,GO:0005840,GO:0005622,GO:0003735					PF00380.11	rpsI-rplM
Rv3443c	rplM	Rv3443	444	3861946	3862390	-	50S ribosomal protein L13	chr	GO:0005622,GO:0006412,GO:0003735,GO:0005840					PF00572.10	rpsI-rplM
Rv3444c	esxT	Rv3444	303	3862623	3862926	-	Esat-6 like protein	chr					COG:S		esxT-Rv3447c
Rv3445c	esxU	Rv3445	378	3862946	3863324	-	Esat-6 like protein	chr					COG:S		esxT-Rv3447c
Rv3446c		Rv3446	1215	3863316	3864531	-	hypothetical alanine and valine rich protein	chr							esxT-Rv3447c
Rv3447c		Rv3447	3711	3864527	3868238	-	conserved membrane protein	chr					COG:D	PF01580.10	esxT-Rv3447c
Rv3448			1404	3868351	3869755	+	conserved membrane protein	chr						PF04600.4	Rv3448-mycP4
Rv3449	mycP4		1368	3869751	3871119	+	membrane-anchored mycosin	chr					COG:O	PF00082.14	Rv3448-mycP4
Rv3450c		Rv3450	1413	3871083	3872496	-	conserved membrane protein	chr						PF05108.5	Rv3450c-Rv3450c
Rv3451	cut3		789	3872616	3873405	+	cutinase precursor	chr						PF01083.14	cut3-cut3
Rv3452	cut4		681	3873451	3874132	+	cutinase precursor	chr						PF01083.14	cut4-cut4
Rv3453			333	3874403	3874736	+	conserved membrane protein	chr							Rv3453-Rv3453
Rv3454			1269	3874821	3876090	+	conserved membrane protein	chr					COG:F		Rv3454-Rv3454
Rv3455c	truA	Rv3455	771	3876051	3876822	-	tRNA pseudouridine synthase A	chr	GO:0004730	EC:4.2.1.70	KEGG:00240		COG:J	PF01416.12	truA-truA
Rv3456c	rplQ	Rv3456	543	3876889	3877432	-	50S ribosomal protein L17	chr	GO:0003735,GO:0005840,GO:0005622,GO:0006412				COG:J	PF01196.11	rplQ-rpoA
Rv3457c	rpoA	Rv3457	1044	3877463	3878507	-	DNA-directed RNA polymerase alpha chain	chr	GO:0003899	EC:2.7.7.6	KEGG:00240,KEGG:02020,KEGG:03020,KEGG:00230		COG:K	PF01000.18,PF01193.16,PF03118.7	rplQ-rpoA
Rv3458c	rpsD	Rv3458	606	3878658	3879264	-	30S ribosomal protein S4	chr	GO:0005622,GO:0003723,GO:0003735,GO:0005840,GO:0006412				COG:J	PF00163.11,PF01479.17	rpsD-rpsM
Rv3459c	rpsK	Rv3459	420	3879272	3879692	-	30S ribosomal protein S11	chr	GO:0005622,GO:0005840,GO:0006412,GO:0003735				COG:J	PF00411.11	rpsD-rpsM
Rv3460c	rpsM	Rv3460	375	3879695	3880070	-	30S ribosomal protein S13	chr	GO:0005622,GO:0003723,GO:0006412,GO:0003735,GO:0005840				COG:J	PF00416.14	rpsD-rpsM
Rv3461c	rpmJ	Rv3461	114	3880285	3880399	-	50S ribosomal protein L36	chr	GO:0005840,GO:0003735,GO:0006412,GO:0005622				COG:J	PF00444.10	rpmJ-infA
Rv3462c	infA	Rv3462	222	3880431	3880653	-	translation initiation factor IF-1	chr	GO:0003743,GO:0006413,GO:0003723				COG:J	PF00575.15,PF01176.11	rpmJ-infA
Rv3463			858	3880906	3881764	+	conserved hypothetical protein	chr					COG:C		Rv3463-Rv3463
Rv3464	rmlB		996	3881836	3882832	+	dTDP-glucose 4,6-dehydratase	chr	GO:0008460	EC:4.2.1.46	KEGG:00521,KEGG:00523,KEGG:00520,KEGG:01055	PWY:ECASYN-PWY,PWY:DTDPRHAMSYN-PWY	COG:M	PF00106.17,PF01073.11,PF01370.13,PF02719.7,PF04321.9,PF07993.4	rmlB-rmlC
Rv3465	rmlC		609	3882833	3883442	+	dTDP-4-dehydrorhamnose 3,5-epimerase	chr	GO:0008830	EC:5.1.3.13	KEGG:00521,KEGG:00523,KEGG:00520	PWY:DTDPRHAMSYN-PWY	COG:M	PF00908.9	rmlB-rmlC
Rv3466			669	3883524	3884193	+	conserved hypothetical protein	chr							Rv3466-Rv3467
Rv3467			954	3883963	3884917	+	conserved hypothetical protein	chr						PF02720.9	Rv3466-Rv3467
Rv3468c		Rv3468	1095	3884974	3886069	-	dTDP-glucose-4,6-dehydratase	chr		EC:4.2.1.46	KEGG:00520,KEGG:01055,KEGG:00521,KEGG:00523	PWY:ECASYN-PWY,PWY:DTDPRHAMSYN-PWY	COG:M,COG:G	PF01073.11,PF01370.13,PF02719.7,PF04321.9,PF07993.4	Rv3468c-mhpE
Rv3469c	mhpE	Rv3469	1011	3886072	3887083	-	4-hydroxy-2-oxovalerate aldolase	chr		EC:4.1.3.-	KEGG:00360,KEGG:00622,KEGG:00627,KEGG:00340,KEGG:00620,KEGG:00621,KEGG:00130		COG:E	PF00682.11	Rv3468c-mhpE
Rv3470c	ilvB2	Rv3470	1659	3887143	3888802	-	acetolactate synthase large subunit	chr				PWY:ILEUSYN-PWY,PWY:VALSYN-PWY	COG:E,COG:H	PF00205.14,PF02775.13,PF02776.10	ilvB2-Rv3471c
Rv3471c		Rv3471	534	3888807	3889341	-	conserved hypothetical protein	chr					COG:G	PF00190.14,PF07883.3	ilvB2-Rv3471c
Rv3472			507	3889361	3889868	+	conserved hypothetical protein	chr							Rv3472-Rv3472
Rv3473c	bpoA	Rv3473	786	3889947	3890733	-	peroxidase	chr					COG:R	PF00561.12	bpoA-bpoA
Rv3474			327	3890829	3891156	+	transposase	chr					COG:L	PF01527.12	Rv3474-Rv3475
Rv3475			1041	3891050	3892091	+	transposase	chr					COG:L	PF00665.18	Rv3474-Rv3475
Rv3476c	kgtP	Rv3476	1350	3892370	3893720	-	dicarboxylic acid transport membrane protein	chr						PF00083.16,PF07690.8	kgtP-kgtP
Rv3477	PE31		297	3894092	3894389	+	PE family protein	chr						PF00934.12	PE31-PPE60
Rv3478	PPE60		1182	3894425	3895607	+	PPE family protein	chr						PF00823.11	PE31-PPE60
Rv3479			3066	3895819	3898885	+	transmembrane protein	chr						PF01734.14	Rv3479-Rv3479
Rv3480c		Rv3480	1494	3898908	3900402	-	conserved hypothetical protein	chr						PF03007.8	Rv3480c-Rv3480c
Rv3481c		Rv3481	690	3900492	3901182	-	membrane protein	chr							Rv3481c-Rv3481c
Rv3482c		Rv3482	783	3901323	3902106	-	conserved membrane protein	chr							Rv3482c-Rv3482c
Rv3483c		Rv3483	663	3902149	3902812	-	conserved hypothetical protein	chr							Rv3483c-Rv3483c
Rv3484	cpsA		1539	3903077	3904616	+	hypothetical protein	chr					COG:K	PF03816.6	cpsA-cpsA
Rv3485c		Rv3485	945	3904621	3905566	-	short-chain type dehydrogenase/reductase	chr					COG:R,COG:Q,COG:I	PF00106.17,PF01370.13,PF08659.2	Rv3485c-Rv3485c
Rv3486			450	3905771	3906221	+	conserved hypothetical protein	chr					COG:S	PF07681.4	Rv3486-Rv3486
Rv3487c	lipF	Rv3487	834	3906173	3907007	-	esterase/lipase	chr					COG:I	PF07859.5	lipF-lipF
Rv3488			324	3907666	3907990	+	conserved hypothetical protein	chr					COG:K	PF03551.6	Rv3488-Rv3488
Rv3489			165	3908071	3908236	+	hypothetical protein	chr							Rv3489-otsA
Rv3490	otsA		1503	3908235	3909738	+	alpha, alpha-trehalose-phosphate synthase	chr	GO:0003825	EC:2.4.1.15	KEGG:00500	PWY:TREHALOSESYN-PWY	COG:G	PF00982.13	Rv3489-otsA
Rv3491			579	3909889	3910468	+	hypothetical protein	chr							Rv3491-Rv3491
Rv3492c		Rv3492	483	3910464	3910947	-	MCE-associated protein	chr							Rv3492c-yrbE4A
Rv3493c		Rv3493	729	3910946	3911675	-	MCE-associated alanine and valine rich protein	chr							Rv3492c-yrbE4A
Rv3494c	mce4F	Rv3494	1695	3911674	3913369	-	MCE-family protein	chr					COG:Q	PF02470.12	Rv3492c-yrbE4A
Rv3495c	lprN	Rv3495	1155	3913379	3914534	-	MCE-family lipoprotein mce4E	chr					COG:Q	PF02470.12	Rv3492c-yrbE4A
Rv3496c	mce4D	Rv3496	1356	3914530	3915886	-	MCE-family protein	chr					COG:Q	PF02470.12	Rv3492c-yrbE4A
Rv3497c	mce4C	Rv3497	1074	3915882	3916956	-	MCE-family protein	chr					COG:Q	PF02470.12	Rv3492c-yrbE4A
Rv3498c	mce4B	Rv3498	1053	3916945	3917998	-	MCE-family protein	chr					COG:Q	PF02470.12	Rv3492c-yrbE4A
Rv3499c	mce4A	Rv3499	1203	3917997	3919200	-	MCE-family protein	chr					COG:Q	PF02470.12	Rv3492c-yrbE4A
Rv3500c	yrbE4B	Rv3500	843	3919219	3920062	-	hypothetical membrane protein	chr						PF02405.8	Rv3492c-yrbE4A
Rv3501c	yrbE4A	Rv3501	765	3920096	3920861	-	hypothetical membrane protein	chr						PF02405.8	Rv3492c-yrbE4A
Rv3502c	fabG	Rv3502	954	3921086	3922040	-	short-chain type dehydrogenase/reductase	chr				PWY:ENTBACSYN-PWY	COG:I,COG:R,COG:Q	PF00106.17,PF08659.2	fabG-fdxD
Rv3503c	fdxD	Rv3503	192	3922064	3922256	-	ferredoxin	chr					COG:C		fabG-fdxD
Rv3504	fadE26		1203	3922470	3923673	+	acyl-CoA dehydrogenase	chr				PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11,PF02771.8	fadE26-fadE27
Rv3505	fadE27		1122	3923697	3924819	+	acyl-CoA dehydrogenase	chr				PWY:FAO-PWY	COG:I	PF00441.16,PF08028.3	fadE26-fadE27
Rv3506	fadD17		1509	3924889	3926398	+	fatty-acid-CoA synthetase	chr				PWY:P221-PWY	COG:Q,COG:I	PF00501.20	fadD17-fadD17
Rv3507	PE_PGRS53		4146	3926568	3930714	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS53-PE_PGRS53
Rv3508	PE_PGRS54		5706	3931004	3936710	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS54-PE_PGRS54
Rv3509c	ilvX	Rv3509	1548	3936876	3938424	-	acetohydroxyacid synthase	chr				PWY:ILEUSYN-PWY,PWY:VALSYN-PWY	COG:E,COG:H	PF02775.13,PF02776.10	ilvX-Rv3510c
Rv3510c		Rv3510	837	3938420	3939257	-	conserved hypothetical protein	chr					COG:R	PF04909.6	ilvX-Rv3510c
Rv3511	PE_PGRS55		2145	3939616	3941761	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS55-PE_PGRS56
Rv3512	PE_PGRS56		3240	3941723	3944963	+	PE-PGRS family protein	chr							PE_PGRS55-PE_PGRS56
Rv3513c	fadD18	Rv3513	657	3945091	3945748	-	fatty-acid-CoA ligase	chr				PWY:P221-PWY	COG:Q,COG:I		fadD18-fadD18
Rv3514	PE_PGRS57		4470	3945793	3950263	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS57-PE_PGRS57
Rv3515c	fadD19	Rv3515	1647	3950823	3952470	-	fatty-acid-CoA ligase	chr	GO:0004467	EC:6.2.1.3	KEGG:03320,KEGG:04920,KEGG:00071	PWY:P221-PWY	COG:I,COG:Q	PF00501.20	fadD19-fadD19
Rv3516	echA19		792	3952543	3953335	+	enoyl-CoA hydratase	chr	GO:0004300	EC:4.2.1.17	KEGG:00380,KEGG:00640,KEGG:00280,KEGG:00930,KEGG:00062,KEGG:00410,KEGG:00310,KEGG:00650,KEGG:03320,KEGG:00632,KEGG:00071,KEGG:00903	PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY,PWY:VAL-DEG2-PWY,PWY:FAO-PWY,PWY:VALDEG-PWY	COG:I	PF00378.12	echA19-echA19
Rv3517			840	3953430	3954270	+	conserved hypothetical protein	chr							Rv3517-Rv3517
Rv3518c	cyp142	Rv3518	1197	3954324	3955521	-	cytochrome P450 monooxygenase 142	chr					COG:Q	PF00067.14	cyp142-cyp142
Rv3519			711	3955549	3956260	+	hypothetical protein	chr							Rv3519-Rv3519
Rv3520c		Rv3520	1044	3956324	3957368	-	coenzyme F420-dependent oxidoreductase	chr					COG:C	PF00296.12	Rv3520c-Rv3520c
Rv3521			912	3957520	3958432	+	conserved hypothetical protein	chr						PF01796.9	Rv3521-ltp3
Rv3522	ltp4		1065	3958447	3959512	+	lipid transfer protein or keto acyl-CoA thiolase	chr					COG:I		Rv3521-ltp3
Rv3523	ltp3		1185	3959528	3960713	+	lipid carrier protein or keto acyl-CoA thiolase	chr					COG:I		Rv3521-ltp3
Rv3524			1032	3960754	3961786	+	conserved membrane protein	chr					COG:S	PF01436.13	Rv3524-Rv3524
Rv3525c		Rv3525	525	3961799	3962324	-	siderophore-binding protein	chr					COG:R	PF00132.16	Rv3525c-Rv3525c
Rv3526			1161	3962438	3963599	+	oxidoreductase	chr					COG:R,COG:P	PF00355.18	Rv3526-Rv3527
Rv3527			450	3963604	3964054	+	hypothetical protein	chr							Rv3526-Rv3527
Rv3528c		Rv3528	714	3964478	3965192	-	hypothetical protein	chr							Rv3528c-Rv3528c
Rv3529c		Rv3529	1155	3965883	3967038	-	conserved hypothetical protein	chr							Rv3529c-Rv3531c
Rv3530c		Rv3530	783	3967037	3967820	-	oxidoreductase	chr					COG:I,COG:R,COG:Q	PF00106.17	Rv3529c-Rv3531c
Rv3531c		Rv3531	1128	3967816	3968944	-	hypothetical protein	chr							Rv3529c-Rv3531c
Rv3532	PPE61		1221	3969342	3970563	+	PPE family protein	chr						PF00823.11	PPE61-PPE61
Rv3533c	PPE62	Rv3533	1749	3970704	3972453	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE62-PPE62
Rv3534c		Rv3534	1041	3972551	3973592	-	4-hydroxy-2-oxovalerate aldolase	chr		EC:4.1.3.-	KEGG:00130,KEGG:00340,KEGG:00627,KEGG:00620,KEGG:00360,KEGG:00621,KEGG:00622		COG:E	PF00682.11,PF07836.3	Rv3534c-Rv3536c
Rv3535c		Rv3535	912	3973588	3974500	-	acetaldehyde dehydrogenase	chr				PWY:FERMENTATION-PWY,PWY:CENTFERM-PWY,PWY:P122-PWY,PWY:ETOH-ACETYLCOA-ANA-PWY	COG:Q	PF01118.16,PF09290.3	Rv3534c-Rv3536c
Rv3536c		Rv3536	786	3974510	3975296	-	hydratase	chr	GO:0003824,GO:0008152,GO:0016829,GO:0006725	EC:4.2.1.-	KEGG:00624,KEGG:00632,KEGG:00120,KEGG:00903,KEGG:00362,KEGG:00460,KEGG:01056,KEGG:00400,KEGG:00350,KEGG:00130,KEGG:00650,KEGG:00625		COG:Q	PF01689.7	Rv3534c-Rv3536c
Rv3537			1692	3975368	3977060	+	dehydrogenase	chr					COG:C	PF00890.16,PF01266.16	Rv3537-Rv3538
Rv3538			861	3977061	3977922	+	dehydrogenase	chr					COG:I	PF01575.11	Rv3537-Rv3538
Rv3539	PPE63		1440	3978058	3979498	+	PPE family protein	chr						PF00823.11,PF08237.3	PPE63-PPE63
Rv3540c	ltp2	Rv3540	1161	3979498	3980659	-	lipid transfer protein or keto acyl-CoA thiolase	chr					COG:I		ltp2-cyp125
Rv3541c		Rv3541	390	3980658	3981048	-	conserved hypothetical protein	chr							ltp2-cyp125
Rv3542c		Rv3542	936	3981044	3981980	-	conserved hypothetical protein	chr						PF01796.9	ltp2-cyp125
Rv3543c	fadE29	Rv3543	1164	3981976	3983140	-	acyl-CoA dehydrogenase	chr				PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11,PF02771.8	ltp2-cyp125
Rv3544c	fadE28	Rv3544	1020	3983124	3984144	-	acyl-CoA dehydrogenase	chr	GO:0004085	EC:1.3.99.2	KEGG:00071,KEGG:00280,KEGG:00650	PWY:FAO-PWY	COG:I	PF00441.16,PF08028.3	ltp2-cyp125
Rv3545c	cyp125	Rv3545	1302	3984143	3985445	-	cytochrome P450 125	chr					COG:Q	PF00067.14	ltp2-cyp125
Rv3546	fadA5		1176	3985556	3986732	+	acetyl-CoA acetyltransferase	chr	GO:0003988	EC:2.3.1.16	KEGG:03320,KEGG:00120,KEGG:00062,KEGG:00362,KEGG:00071,KEGG:00280	PWY:CENTFERM-PWY	COG:I	PF00108.15,PF02803.10	fadA5-fadA5
Rv3547			456	3986843	3987299	+	conserved hypothetical protein	chr						PF04075.6	Rv3547-Rv3547
Rv3548c		Rv3548	915	3987381	3988296	-	short-chain type dehydrogenase/reductase	chr					COG:Q,COG:R,COG:I	PF00106.17,PF08659.2	Rv3548c-Rv3549c
Rv3549c		Rv3549	780	3988318	3989098	-	short-chain type dehydrogenase/reductase	chr					COG:R,COG:Q,COG:I	PF00106.17,PF08659.2	Rv3548c-Rv3549c
Rv3550	echA20		744	3989152	3989896	+	enoyl-CoA hydratase	chr	GO:0004300	EC:4.2.1.17	KEGG:03320,KEGG:00310,KEGG:00062,KEGG:00930,KEGG:00640,KEGG:00410,KEGG:00632,KEGG:00903,KEGG:00650,KEGG:00280,KEGG:00071,KEGG:00380		COG:I	PF00378.12	echA20-Rv3552
Rv3551			879	3989895	3990774	+	CoA-transferase alpha subunit	chr					COG:I	PF01144.15	echA20-Rv3552
Rv3552			753	3990770	3991523	+	CoA-transferase beta subunit	chr					COG:I		echA20-Rv3552
Rv3553			1068	3991620	3992688	+	oxidoreductase	chr					COG:R	PF03060.7	Rv3553-fdxB
Rv3554	fdxB		2058	3992684	3994742	+	electron transfer protein	chr					COG:I,COG:C	PF00111.19,PF00175.13,PF00487.16,PF00970.16,PF08021.3	Rv3553-fdxB
Rv3555c		Rv3555	870	3994829	3995699	-	conserved hypothetical protein	chr							Rv3555c-Rv3555c
Rv3556c	fadA6	Rv3556	1161	3995803	3996964	-	acetyl-CoA acetyltransferase	chr		EC:2.3.1.16,EC:2.3.1.9	KEGG:00072,KEGG:00620,KEGG:00310,KEGG:00120,KEGG:00380,KEGG:00280,KEGG:00071,KEGG:02020,KEGG:00640,KEGG:00062,KEGG:00362,KEGG:00632,KEGG:00650,KEGG:03320	PWY:CENTFERM-PWY	COG:I	PF00108.15,PF02803.10	fadA6-fadA6
Rv3557c		Rv3557	603	3997028	3997631	-	transcriptional regulator, tetR-family	chr					COG:K	PF00440.15	Rv3557c-Rv3557c
Rv3558	PPE64		1659	3997979	3999638	+	PPE family protein	chr						PF00823.11,PF01469.10	PPE64-PPE64
Rv3559c		Rv3559	789	3999646	4000435	-	oxidoreductase	chr					COG:R,COG:Q,COG:I	PF00106.17,PF08659.2	Rv3559c-fadE30
Rv3560c	fadE30	Rv3560	1158	4000431	4001589	-	acyl-CoA dehydrogenase	chr		EC:1.3.99.-	KEGG:00632,KEGG:00120,KEGG:00930,KEGG:00071,KEGG:00624,KEGG:00905	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11	Rv3559c-fadE30
Rv3561	fadD3		1524	4001636	4003160	+	fatty-acid-CoA ligase	chr				PWY:FAO-PWY,PWY:P221-PWY	COG:I,COG:Q	PF00501.20	fadD3-aspB
Rv3562	fadE31		1134	4003160	4004294	+	acyl-CoA dehydrogenase	chr				PWY:CENTFERM-PWY	COG:I	PF00441.16,PF02770.11	fadD3-aspB
